x1,x2,x3,x4,x5,x6,x7,x8
b,e,i,k,n,r,t,w
a,f,i,j,o,q,u,x
c,e,g,l,n,q,s,x
c,e,g,l,n,p,t,v
c,e,h,k,m,p,u,x
b,d,i,j,o,q,t,x
c,f,h,j,m,p,u,x
b,e,i,j,m,r,t,w
c,f,h,j,m,r,t,x
a,e,h,k,n,r,t,v
a,d,g,k,o,p,s,v
b,f,h,l,o,r,s,w
c,f,h,k,o,p,s,x
c,d,g,l,m,q,u,x
a,d,g,k,n,q,t,v
b,d,g,k,m,r,s,w
c,e,g,j,m,q,t,w
a,f,h,k,n,r,t,x
c,e,g,j,o,p,s,w
c,e,g,k,m,q,t,w
a,f,i,j,n,p,u,x
a,e,g,j,o,r,t,w
c,f,i,k,n,q,t,v
c,f,g,j,o,r,u,w
b,d,h,j,n,r,u,v
c,f,i,j,o,p,s,v
c,d,g,k,m,p,u,w
b,f,i,k,o,q,t,w
b,f,i,k,o,r,u,w
c,e,g,l,m,p,t,x
a,f,i,k,o,q,s,v
a,f,h,l,o,p,u,w
b,d,h,k,m,p,t,w
c,f,i,l,n,r,s,w
b,d,h,l,o,q,u,w
c,f,i,j,o,r,u,v
b,f,g,k,n,q,t,x
b,d,h,k,m,r,s,v
b,f,h,j,m,q,u,v
a,f,i,k,n,p,t,v
c,d,g,k,n,p,s,v
b,f,i,j,m,r,s,v
b,f,h,l,n,q,t,v
a,e,g,j,o,p,t,v
c,f,h,j,o,r,t,x
a,e,i,j,o,q,t,v
b,d,h,j,n,p,s,w
a,e,h,k,o,p,u,x
a,f,i,j,m,q,t,w
a,d,g,l,m,q,t,w
a,d,i,j,o,q,s,w
a,e,i,k,m,r,s,x
a,e,h,l,n,r,t,x
a,d,i,l,o,r,s,v
c,f,h,l,o,p,s,w
b,d,g,k,n,r,t,v
a,d,h,l,o,p,t,x
c,e,h,l,n,q,u,v
a,e,g,l,m,r,u,w
b,f,g,k,o,p,t,v
a,e,g,l,m,q,t,v
a,d,i,j,m,q,u,x
a,f,h,l,n,q,s,w
a,f,h,l,o,r,u,w
a,d,i,l,o,p,t,w
c,f,h,j,o,p,t,w
a,e,i,j,m,r,u,v
c,e,h,l,o,p,s,w
a,d,h,k,n,r,u,v
b,e,h,j,o,r,s,v
c,d,g,l,n,q,s,w
a,e,g,j,o,p,s,w
b,f,h,j,o,p,u,x
a,f,i,k,o,p,s,v
a,e,h,j,m,p,t,v
a,e,i,l,o,p,t,w
a,f,g,j,n,r,u,w
a,e,i,k,m,q,s,x
b,f,i,k,n,r,s,w
a,f,h,l,o,q,u,w
a,f,g,l,o,p,s,w
b,f,i,k,n,q,t,v
b,f,h,k,o,r,u,w
a,d,h,k,n,p,u,w
b,e,h,k,n,r,s,x
b,e,h,k,m,p,s,w
c,f,h,j,m,r,u,x
b,d,i,l,n,p,u,v
a,d,g,l,m,p,t,v
b,f,g,l,m,p,u,v
a,f,i,k,n,q,s,x
c,d,i,k,o,p,t,w
a,e,h,k,n,q,s,w
c,d,g,j,m,r,u,v
b,f,i,j,n,q,s,x
c,e,h,j,n,p,t,w
c,d,i,l,m,r,s,w
c,d,g,k,n,q,t,x
b,d,g,j,m,r,u,w
b,f,g,l,n,r,s,x
b,d,h,l,n,r,u,x
b,d,h,k,o,p,t,x
c,d,h,l,n,q,t,v
c,d,h,k,m,r,t,w
a,e,i,l,m,p,s,x
b,d,h,j,n,q,s,x
b,f,i,k,o,r,t,x
a,f,h,j,o,r,u,x
c,f,i,l,o,q,u,v
b,e,g,k,n,q,u,x
b,e,h,j,n,q,s,x
c,e,g,l,o,r,t,w
b,e,g,j,o,r,t,v
a,f,h,k,n,q,t,x
b,e,i,j,o,q,u,v
a,d,i,j,n,p,s,w
a,d,g,l,m,p,t,v
c,e,g,l,o,q,t,w
c,f,i,j,n,p,u,w
c,e,h,l,m,r,u,v
a,e,h,l,o,q,s,w
c,f,g,l,n,q,u,x
c,e,i,l,n,q,t,w
c,e,g,l,o,p,t,w
c,e,g,j,n,r,t,x
a,f,i,k,o,r,t,x
a,d,g,k,o,r,u,v
c,d,g,j,n,q,t,x
a,d,g,l,m,p,u,x
c,d,i,l,n,q,u,w
c,f,h,k,m,p,t,v
a,d,i,l,m,r,t,v
c,f,i,j,o,p,u,w
a,d,h,j,m,r,t,v
b,f,g,j,o,q,u,w
c,d,i,j,m,p,u,w
b,d,g,j,o,r,t,v
c,d,h,j,n,q,t,v
c,d,g,k,n,p,u,w
b,e,g,k,n,q,s,v
c,d,i,j,o,r,u,x
c,f,h,l,m,r,s,v
c,e,i,k,n,r,u,w
a,f,i,k,n,q,s,x
a,e,h,l,m,r,s,v
c,e,g,l,m,q,u,v
b,f,g,l,m,r,u,w
a,e,h,j,o,p,t,w
c,f,i,k,m,r,s,v
c,f,h,l,m,p,t,v
b,e,h,k,n,p,t,v
b,f,i,k,n,r,t,x
b,d,h,j,m,p,u,v
b,d,i,k,m,p,t,w
a,e,g,l,n,p,s,x
a,e,g,l,n,q,u,v
c,e,i,l,o,q,u,w
c,d,i,j,m,r,u,v
c,e,h,k,n,r,u,w
b,e,g,j,m,r,s,w
a,f,h,j,o,r,s,v
b,e,i,j,o,p,u,w
c,e,i,j,n,r,s,w
b,e,h,l,n,r,u,v
a,e,h,k,o,p,u,x
c,f,h,k,m,q,u,w
a,f,g,k,n,q,u,x
c,f,i,l,n,q,u,v
a,e,g,l,o,q,s,x
c,d,i,j,o,q,t,v
a,f,g,k,o,p,u,x
a,e,g,k,o,p,s,x
b,e,h,j,n,p,s,v
c,f,g,k,o,p,t,v
c,d,g,l,m,q,u,w
a,f,g,j,o,q,t,v
a,e,g,k,n,p,s,v
a,f,h,j,o,r,s,w
c,e,g,k,m,r,s,x
b,d,h,l,m,r,s,w
a,e,g,j,m,p,s,x
b,e,g,k,n,p,u,x
b,f,i,k,o,r,t,w
a,d,i,k,o,q,t,x
c,f,h,k,o,p,s,w
b,e,g,k,m,p,s,w
b,d,i,k,o,q,t,w
b,e,h,l,m,p,t,v
b,f,g,l,m,r,s,x
b,e,g,l,n,q,u,w
c,d,i,l,n,q,s,v
a,e,h,k,n,p,t,v
a,f,g,j,o,r,u,x
c,f,g,l,o,p,t,w
c,e,i,l,n,p,t,w
b,f,i,k,m,r,u,x
b,d,g,j,n,r,t,v
c,e,g,l,n,r,t,w
b,f,h,k,m,r,s,w
b,d,h,k,o,q,s,x
a,f,h,l,n,q,t,v
a,f,h,j,m,r,t,x
a,d,h,l,o,r,t,x
c,e,h,j,o,r,s,x
c,e,h,l,n,q,u,v
b,e,g,k,n,q,t,x
a,f,h,l,m,r,u,w
a,f,h,l,n,p,s,v
a,d,h,j,n,q,t,x
c,f,g,j,m,r,t,x
a,e,g,j,m,p,s,v
b,f,i,l,n,q,t,v
b,e,i,l,m,p,s,w
c,e,g,l,m,r,s,v
a,d,g,j,n,r,u,x
a,f,h,j,m,p,s,x
b,e,h,k,m,r,t,w
b,f,i,l,o,r,u,v
a,e,i,l,m,r,s,w
c,e,i,j,o,r,u,w
b,f,g,k,o,r,s,w
c,e,h,j,n,q,t,w
c,e,i,l,m,q,s,v
a,d,i,k,n,p,u,v
b,f,g,j,o,q,s,w
b,e,g,l,o,r,u,x
b,e,h,j,n,p,u,x
a,d,g,j,m,p,t,w
a,e,h,j,n,q,u,v
c,d,i,k,o,q,s,x
a,e,i,j,n,q,t,x
c,d,i,j,m,q,u,w
b,e,g,j,o,r,u,v
a,f,h,k,o,q,s,v
b,d,h,l,m,p,t,v
c,d,i,l,n,p,u,v
a,d,h,j,n,p,s,v
c,f,g,k,n,r,s,w
c,d,g,k,m,q,u,v
a,d,i,j,o,r,t,w
a,d,h,l,o,r,s,v
a,d,h,j,m,q,t,x
b,f,h,j,m,r,u,w
a,e,g,j,o,q,t,v
c,d,h,j,n,p,t,w
b,e,h,k,o,r,s,v
b,f,i,k,o,q,t,x
a,f,h,k,m,r,t,v
c,e,i,l,m,q,s,x
c,d,i,l,n,q,s,w
b,f,i,l,n,q,t,x
a,e,g,j,o,q,u,x
c,f,g,j,m,q,u,w
c,f,g,j,n,p,t,w
a,e,h,l,m,q,t,w
c,d,h,l,o,q,t,x
c,d,h,l,o,q,s,x
c,d,g,l,n,p,s,w
a,f,g,l,n,p,s,x
c,d,h,l,m,r,u,v
b,e,g,k,m,p,t,v
a,f,g,l,n,q,t,x
a,d,g,k,m,r,s,x
b,e,h,k,n,q,t,w
c,e,g,j,o,r,t,x
a,f,h,k,n,p,s,w
b,d,g,j,m,r,u,x
b,e,g,k,n,q,t,v
a,f,g,j,o,q,u,w
b,f,i,j,o,r,s,w
a,f,h,l,o,r,u,x
a,f,h,l,n,r,t,w
a,f,i,k,o,p,u,v
a,f,g,j,n,q,t,w
a,e,g,l,o,p,s,w
a,d,i,j,m,q,s,x
c,e,g,l,o,p,s,w
b,f,g,k,m,r,u,w
b,d,i,j,m,p,t,x
c,e,i,l,m,r,u,v
b,f,g,k,n,q,u,w
c,d,g,k,o,q,s,x
b,f,g,j,n,p,s,w
b,e,h,j,n,p,u,v
c,f,i,j,o,p,u,v
b,f,g,k,n,q,u,x
a,e,g,j,o,p,t,v
c,e,h,k,n,r,u,w
b,f,h,l,o,r,s,x
a,d,g,k,n,r,u,x
c,f,h,k,m,p,u,w
c,e,i,k,o,p,u,x
a,d,i,j,m,p,t,x
b,e,h,j,m,p,u,w
c,f,h,l,m,p,s,v
a,e,g,k,m,q,u,w
c,f,i,l,n,q,t,w
a,d,i,j,m,p,u,v
a,d,h,k,n,q,t,v
c,e,g,j,o,p,t,x
b,d,i,l,o,p,s,x
b,e,i,k,n,p,s,v
c,f,i,k,m,q,t,v
b,f,i,l,m,p,s,x
c,f,i,j,n,q,t,w
b,d,g,l,n,r,t,v
a,d,i,l,o,r,s,x
a,d,i,j,n,r,t,v
c,f,g,l,n,r,t,x
c,e,g,k,n,r,u,w
c,f,h,k,n,q,s,w
b,e,h,k,m,q,s,x
c,f,h,j,m,q,s,x
a,f,i,l,m,r,u,v
a,e,i,l,o,r,s,v
a,d,g,j,m,q,s,w
b,d,g,l,o,q,s,v
a,e,g,k,o,q,u,w
c,e,h,j,n,p,t,w
b,f,g,j,m,p,u,v
b,f,h,j,m,r,t,v
c,d,g,l,o,r,t,w
a,e,i,k,o,q,s,x
b,f,h,k,n,r,t,w
b,e,g,l,n,q,u,x
c,d,h,k,o,r,u,x
c,f,h,l,m,p,t,x
c,d,h,j,o,p,s,w
c,f,h,l,m,q,t,x
b,e,i,k,m,q,s,w
a,f,i,j,m,p,s,x
a,f,g,l,n,q,s,v
c,d,h,l,m,p,u,w
c,d,i,k,n,p,u,v
a,d,i,j,n,p,u,v
c,f,g,l,n,p,u,v
b,e,h,l,m,p,t,x
b,e,i,k,m,p,s,w
b,e,h,l,n,r,t,w
a,e,i,j,m,q,t,v
b,f,g,l,o,q,s,x
c,f,g,l,o,p,t,w
a,f,h,k,n,r,t,x
c,e,i,j,n,p,t,w
c,f,h,l,n,q,s,x
a,f,h,l,m,q,u,v
a,d,i,l,o,q,s,w
a,f,h,j,o,r,s,x
a,d,g,l,n,q,s,v
a,d,h,l,m,r,t,x
a,d,h,l,o,r,u,w
b,e,i,l,o,r,t,x
c,e,g,j,m,r,s,w
a,f,i,k,n,q,t,w
b,d,h,k,n,q,s,w
b,d,i,l,n,p,u,v
c,d,g,k,m,p,t,w
c,f,i,k,m,p,s,x
a,e,h,k,m,p,t,x
c,d,i,k,m,q,t,v
b,f,i,l,o,r,s,x
c,f,h,j,o,q,t,v
a,e,h,j,m,r,t,x
c,f,g,j,o,p,u,w
c,d,h,k,n,p,s,v
b,d,h,j,o,r,t,v
a,f,h,j,n,q,u,x
a,e,h,k,n,q,s,w
b,d,h,j,o,p,u,w
a,d,g,j,o,q,u,x
a,e,h,k,m,r,s,x
a,d,h,k,m,q,u,x
b,f,g,j,n,q,t,x
a,f,i,j,n,r,s,x
b,f,h,l,n,p,s,x
a,f,i,k,o,p,s,x
a,d,g,k,o,r,t,w
b,e,i,l,m,p,s,x
b,f,h,k,m,p,u,x
c,f,i,k,n,p,t,v
c,f,h,k,m,r,t,x
b,e,h,k,m,q,u,v
c,f,h,j,n,p,u,v
a,e,i,k,n,r,s,w
c,e,i,k,m,q,s,x
b,f,i,j,o,q,t,x
c,d,h,j,o,p,s,x
a,d,g,k,n,q,s,w
c,e,i,l,o,q,s,v
c,d,h,k,m,r,s,w
b,f,g,l,m,r,s,w
b,f,h,k,n,p,t,w
c,e,h,k,o,q,t,v
b,e,g,j,m,p,t,x
c,e,g,k,o,p,u,v
b,d,g,j,n,r,t,x
c,f,g,j,n,q,u,x
b,e,g,l,o,r,s,x
b,f,h,j,n,r,s,w
c,e,h,l,o,q,u,x
b,e,i,j,m,r,t,v
a,d,g,j,n,q,t,w
a,e,h,j,o,r,s,v
a,d,i,j,o,r,t,v
a,d,i,l,n,q,s,w
a,d,g,l,n,r,t,w
b,f,i,j,n,r,t,v
b,f,g,j,o,q,u,w
a,e,i,j,o,r,t,x
b,d,h,k,n,q,s,x
b,d,i,l,m,q,t,x
c,d,g,l,m,q,u,w
c,f,i,l,n,q,t,w
c,d,g,l,n,r,s,v
b,d,i,l,o,p,u,x
a,f,h,j,m,r,u,v
a,d,g,k,n,r,u,w
c,e,h,k,o,r,t,w
a,f,h,l,o,q,u,v
b,e,h,k,n,p,u,v
b,f,g,l,o,p,u,w
a,d,h,j,n,q,s,v
a,f,i,k,o,q,t,x
c,f,h,l,m,r,t,w
a,f,i,l,m,p,t,w
b,d,g,j,o,p,u,v
b,f,g,k,o,p,s,v
b,e,i,j,n,q,u,v
b,d,h,j,m,q,t,x
b,d,h,l,m,r,t,x
a,e,g,j,n,r,s,x
b,d,i,k,n,q,u,w
a,e,h,j,n,q,s,v
a,f,h,l,o,p,s,v
b,d,g,l,m,p,s,x
a,f,i,l,o,q,s,v
a,d,i,j,m,q,t,v
a,f,h,j,o,p,u,w
a,f,g,l,o,p,t,x
c,e,h,j,o,r,t,v
a,f,i,j,n,r,t,v
b,f,i,k,n,q,u,w
a,d,i,j,o,p,s,x
b,e,h,j,m,p,s,x
a,d,g,k,n,p,t,w
b,f,g,k,n,p,s,w
a,d,g,l,o,r,t,w
c,f,i,l,m,r,s,v
b,e,i,k,m,p,s,v
b,d,h,k,n,q,t,x
c,f,h,j,n,q,t,w
b,e,g,j,n,q,t,v
a,f,h,j,o,q,u,w
b,d,i,l,m,q,u,w
c,d,h,k,o,r,t,w
b,f,i,l,n,r,u,w
c,e,h,l,m,r,s,x
c,f,h,k,o,p,t,v
a,e,i,l,n,r,t,x
c,d,h,j,m,q,s,v
b,d,i,j,o,p,u,w
c,f,i,l,m,p,u,v
b,e,h,j,o,p,t,x
a,f,h,j,m,r,s,x
a,e,g,k,n,p,u,x
a,e,g,k,n,p,u,x
a,e,h,k,m,r,u,x
b,e,g,l,o,p,s,w
c,f,h,j,m,r,u,w
a,d,h,k,n,q,u,v
c,e,g,k,o,q,s,w
a,d,i,k,m,p,u,w
a,e,h,l,o,q,s,w
b,f,g,k,o,q,t,v
a,d,g,j,n,q,t,x
a,f,i,j,o,r,t,x
a,d,g,j,n,r,s,w
b,d,h,k,n,p,s,x
a,e,i,j,n,r,u,w
a,e,g,j,n,r,u,v
b,d,g,l,n,r,u,v
a,e,g,k,n,r,s,x
c,e,i,l,o,q,t,w
b,e,g,k,m,p,t,x
c,e,g,l,n,r,s,v
a,e,h,l,o,r,s,v
a,f,g,l,n,q,s,x
a,f,i,j,o,q,s,v
b,f,i,l,o,p,t,w
b,d,g,l,n,q,t,v
b,e,g,k,o,q,s,v
c,d,g,l,n,q,s,v
b,f,g,k,o,r,u,x
b,e,h,l,m,p,s,v
a,e,i,l,n,p,t,x
b,f,i,k,n,q,s,x
a,d,h,j,m,r,u,w
c,e,g,l,n,p,t,x
a,d,i,j,o,q,t,x
c,d,g,j,n,q,u,v
a,f,h,k,n,r,s,v
b,f,g,j,o,p,t,x
a,e,i,l,m,p,u,x
a,e,g,k,o,r,t,x
b,e,h,l,n,p,u,v
a,e,h,k,m,p,u,x
c,d,i,k,n,r,t,v
c,d,g,j,o,p,s,x
b,e,g,j,m,q,u,w
c,d,h,j,m,r,u,v
a,e,g,k,n,q,s,w
b,e,i,j,n,p,t,w
a,f,g,l,m,r,t,v
b,e,g,j,m,q,t,w
c,d,i,k,m,r,s,x
a,e,h,l,m,q,s,x
a,f,i,j,m,r,u,w
a,f,g,l,n,p,s,v
b,f,i,j,n,q,s,v
b,d,i,l,n,q,s,w
b,e,i,l,n,p,u,w
b,d,h,l,n,q,t,w
a,e,g,l,o,q,t,x
a,d,h,k,n,r,t,w
b,d,i,l,o,p,s,v
a,d,i,l,o,p,t,v
a,f,g,k,o,r,u,w
b,d,g,l,o,p,u,w
b,f,i,k,o,p,u,w
a,d,h,k,n,p,t,w
b,e,h,l,m,q,t,v
b,e,g,l,o,p,t,x
a,f,i,j,m,r,t,x
c,d,g,l,n,q,s,x
c,d,h,l,m,q,s,x
c,f,g,l,o,q,s,v
c,f,h,l,n,q,s,v
b,f,g,k,m,r,t,w
b,e,i,l,m,q,u,v
a,e,i,j,n,q,s,w
a,e,i,l,m,p,t,v
b,e,g,j,o,p,t,v
b,e,h,l,n,p,s,w
b,e,h,k,o,r,s,v
c,d,g,l,o,r,t,x
c,f,i,k,n,q,t,x
a,e,g,j,m,q,u,v
a,d,h,l,m,p,u,x
a,e,i,j,m,r,t,x
b,d,i,j,n,r,s,x
a,e,g,l,o,p,s,x
c,e,i,j,n,q,u,v
c,e,g,j,m,p,u,v
b,f,h,j,o,q,s,x
a,d,h,l,m,q,u,v
c,e,g,j,n,p,t,x
a,f,g,k,n,r,u,x
b,f,g,j,o,q,t,v
b,f,h,j,n,r,t,x
b,e,h,l,o,q,s,w
a,d,g,j,o,q,s,w
c,f,g,l,o,p,t,w
c,d,h,k,m,p,t,w
a,d,i,k,n,r,s,v
a,f,i,k,m,q,u,x
a,d,i,j,n,r,t,w
c,e,i,j,n,p,t,x
b,f,g,k,m,p,u,x
a,e,h,k,m,r,u,v
b,e,g,l,m,r,t,v
a,e,h,k,n,r,s,x
b,e,h,k,o,q,t,x
a,d,i,k,o,r,s,x
c,d,g,k,m,q,u,w
b,d,i,k,m,r,t,w
c,d,i,j,n,r,t,w
a,f,g,j,n,p,u,v
a,e,h,k,m,p,s,w
c,f,g,j,o,r,s,w
b,d,i,j,m,q,s,v
b,f,i,l,n,p,t,w
a,d,h,l,n,r,t,v
b,f,h,k,n,q,u,v
c,f,g,l,o,p,t,x
b,e,i,k,n,p,t,w
c,f,g,l,n,r,s,v
b,e,i,k,n,p,u,v
c,d,h,j,n,r,s,v
c,d,i,l,o,p,t,x
a,f,h,j,m,p,s,x
a,f,i,k,m,q,u,w
c,e,i,k,o,r,t,v
a,d,g,j,m,q,t,w
b,f,g,k,m,q,u,w
b,d,i,k,o,r,u,v
c,d,i,j,m,q,s,x
a,d,g,k,m,q,s,x
a,f,g,k,o,p,s,w
a,d,i,k,n,p,t,v
a,f,i,j,n,r,u,v
c,e,g,l,o,p,u,x
a,e,h,j,m,r,s,x
c,f,h,k,o,p,u,x
a,f,h,l,n,q,s,w
c,d,i,l,o,p,u,x
b,f,i,l,m,p,u,v
a,f,h,j,o,r,u,v
b,f,i,j,o,r,s,v
c,f,g,l,m,q,t,w
a,e,h,l,n,r,s,v
b,e,h,k,m,r,u,v
b,e,g,k,o,p,t,w
b,e,i,l,n,p,t,x
b,f,g,j,o,q,u,x
a,f,g,l,m,r,s,w
c,e,g,k,m,r,t,w
a,f,i,k,n,p,s,w
c,e,i,l,o,r,s,w
b,f,h,k,o,p,t,x
a,d,g,k,n,r,s,w
c,d,g,l,m,p,s,v
b,f,g,j,o,q,s,w
b,f,i,j,m,q,s,x
a,f,i,l,n,q,s,w
c,f,h,k,n,q,s,v
b,f,g,k,o,r,s,w
a,d,i,l,m,q,s,w
b,f,h,k,m,p,s,w
b,f,g,l,n,r,s,w
c,e,h,k,m,r,s,w
c,e,h,l,m,r,u,v
c,d,h,k,m,p,u,w
b,f,i,l,m,p,u,x
c,d,g,j,m,r,t,v
c,e,i,k,m,q,u,x
c,d,i,k,m,p,u,v
b,d,h,j,o,q,u,x
b,e,h,j,m,p,s,w
c,d,h,j,m,r,t,v
c,f,h,l,o,q,s,v
b,d,g,j,n,r,s,x
c,e,i,j,o,p,u,w
b,d,i,k,n,r,t,w
b,f,h,l,n,r,u,x
c,d,g,j,m,r,t,x
c,d,g,l,n,q,u,w
c,e,i,j,m,r,s,w
b,f,h,j,m,r,u,x
a,d,g,j,o,p,s,w
c,e,h,j,m,r,t,x
a,e,g,k,n,q,s,v
c,f,i,k,m,q,s,w
a,e,h,j,m,p,u,x
c,e,h,k,m,q,s,x
c,d,i,j,n,r,s,v
b,e,i,k,o,r,s,x
a,e,g,l,m,q,t,v
b,e,g,l,o,r,s,w
b,e,g,k,n,r,s,x
b,f,i,l,n,q,s,v
a,d,i,j,m,q,u,x
b,f,i,k,n,r,s,w
b,e,h,k,n,q,u,w
c,e,h,j,o,q,s,v
c,d,i,k,m,q,t,v
a,e,g,j,m,p,u,v
a,d,g,l,o,r,s,w
c,f,i,l,n,r,t,v
b,e,h,l,n,q,s,w
c,f,i,k,o,q,s,x
a,d,i,l,o,p,t,x
a,d,h,j,n,r,u,w
b,e,g,l,m,q,u,v
b,e,h,l,m,r,u,v
b,d,g,k,m,p,t,x
b,f,h,j,n,q,s,w
b,e,i,k,m,p,u,w
b,f,h,j,m,r,u,x
a,e,g,j,m,r,s,x
a,e,h,l,m,r,u,w
b,e,g,k,o,p,u,v
a,d,g,j,n,r,t,x
c,f,g,k,m,r,u,x
a,e,g,j,m,q,t,w
c,e,i,l,n,p,s,v
b,e,g,l,m,r,s,w
c,f,i,j,o,q,s,v
a,f,g,k,n,r,u,w
c,d,h,l,n,q,u,w
b,d,h,k,n,r,u,x
a,d,h,l,n,r,s,w
a,d,h,k,m,q,s,w
c,e,h,l,n,p,u,x
b,d,h,k,o,q,u,x
a,f,i,l,o,r,t,x
a,e,i,j,o,p,u,w
c,f,g,k,o,r,t,x
a,f,g,l,m,r,s,w
a,e,h,l,n,r,u,w
b,e,g,k,m,q,u,w
c,f,g,j,m,q,s,v
c,e,i,k,o,q,t,x
b,e,h,j,m,r,u,w
a,f,h,k,o,q,s,x
c,f,h,l,m,q,u,v
b,f,h,l,m,p,t,w
a,f,i,l,n,r,s,v
a,d,g,l,o,r,u,x
b,e,h,k,o,q,u,v
c,f,h,l,n,p,s,v
c,f,i,k,n,r,s,x
b,d,g,j,o,q,s,w
a,d,g,k,m,r,u,v
c,e,i,j,o,q,u,v
b,f,h,l,n,r,s,x
c,f,h,k,n,r,t,x
a,d,h,l,o,r,s,v
c,d,g,j,m,p,u,w
b,e,h,j,n,r,u,v
b,e,h,j,m,p,s,x
c,e,g,l,n,q,s,x
c,d,h,k,m,q,s,x
a,f,h,j,n,p,u,w
b,d,i,k,n,r,s,w
b,e,g,k,o,p,s,v
b,f,h,k,m,q,u,x
c,e,g,l,m,r,t,v
c,d,i,j,o,p,s,v
a,d,i,j,m,p,u,v
b,e,g,l,m,r,s,x
b,e,g,l,o,r,s,w
a,f,i,j,m,r,s,w
c,d,h,k,n,r,u,v
a,f,g,k,n,q,s,v
a,f,g,k,n,r,t,x
c,d,g,l,n,r,u,w
b,d,g,l,n,p,u,v
b,d,h,l,n,p,u,x
a,e,g,k,m,p,u,v
a,f,i,k,o,r,t,w
a,d,i,k,n,q,s,x
b,d,g,l,n,q,t,x
c,f,i,j,o,q,u,x
b,f,g,l,n,r,t,v
c,f,h,j,n,r,s,x
c,f,i,k,n,p,s,v
b,e,i,k,n,p,t,v
b,f,h,k,o,q,s,w
a,f,i,l,n,r,s,w
a,f,h,k,m,q,t,v
a,e,h,l,n,p,u,w
a,f,h,j,n,p,u,x
a,e,g,k,m,p,s,v
c,d,h,j,o,p,s,v
a,d,g,k,m,r,s,w
b,e,g,j,m,q,u,w
a,f,i,l,o,q,u,w
c,f,g,j,o,p,u,x
a,d,g,l,o,p,s,v
b,d,g,j,o,p,s,x
b,e,g,l,n,q,t,v
c,d,i,k,n,p,s,v
c,f,h,j,n,p,u,w
c,f,g,k,n,p,u,x
b,d,i,k,o,p,t,v
a,d,h,j,o,r,t,v
c,e,h,k,o,r,s,x
c,d,h,k,o,q,u,v
a,e,h,k,m,p,u,w
c,d,h,l,o,q,t,w
b,d,h,l,n,p,s,x
c,d,i,l,m,p,s,x
b,e,i,j,m,r,u,x
c,f,g,l,o,r,s,x
c,e,g,l,n,p,u,w
b,d,g,j,o,q,u,v
c,e,h,k,o,q,u,x
c,f,g,l,o,r,u,w
c,f,i,k,n,q,t,v
c,e,g,l,o,p,u,v
b,e,h,j,o,q,s,w
c,e,g,k,o,q,s,v
b,d,h,l,m,q,t,w
b,f,i,l,n,r,t,x
b,e,h,k,o,r,t,w
c,d,h,k,m,q,t,v
a,d,g,l,o,r,s,x
a,f,g,l,n,p,u,w
a,d,i,k,n,p,s,x
c,f,g,k,m,p,s,x
b,f,i,j,o,p,u,x
c,e,g,l,o,q,s,w
a,e,i,l,m,q,t,x
b,d,g,l,n,r,u,x
c,d,g,l,m,q,s,v
b,d,h,k,n,r,s,x
b,f,h,j,m,q,t,v
b,d,g,j,n,p,u,v
a,f,i,k,m,p,s,w
a,f,g,l,n,r,t,x
c,e,g,j,o,q,t,x
a,e,i,k,m,r,s,x
b,f,i,j,o,p,t,v
b,e,h,l,m,r,t,x
a,e,i,k,o,p,u,v
c,d,g,k,o,r,t,w
b,e,i,k,m,r,u,w
c,d,g,j,o,r,s,x
c,f,i,l,m,r,u,x
a,d,g,j,n,r,t,x
a,f,h,k,o,r,s,x
c,e,g,j,n,p,t,x
a,d,h,l,o,q,u,v
c,d,h,l,m,r,u,v
b,f,i,l,o,p,u,v
c,e,i,j,m,q,s,v
c,d,h,l,m,q,u,x
a,d,g,j,o,r,u,x
b,e,g,k,n,q,u,v
c,e,g,k,o,q,u,w
a,f,h,l,o,r,u,w
a,e,i,j,n,r,s,v
b,d,i,j,n,r,u,x
c,e,h,l,o,q,s,x
b,e,g,k,n,p,u,x
c,e,g,l,o,q,t,v
a,f,h,k,n,r,u,w
a,f,h,k,o,p,u,v
a,e,h,l,n,r,t,v
c,d,h,k,o,r,u,w
a,d,h,j,o,q,s,v
c,e,h,l,n,p,u,w
c,d,i,l,o,r,u,w
a,d,g,l,o,r,t,x
a,f,i,l,o,r,u,v
a,e,g,l,m,p,t,x
a,e,i,l,m,q,t,v
b,d,h,k,o,r,s,x
a,e,i,k,n,q,t,w
b,d,g,j,o,p,s,w
a,d,g,j,n,r,t,v
c,e,i,j,m,q,t,w
b,e,i,k,o,p,s,x
c,d,g,j,o,r,u,w
c,f,h,l,n,q,s,w
b,f,g,l,o,p,u,v
c,d,i,j,n,r,t,x
b,e,g,k,m,q,u,x
c,d,h,j,n,q,u,x
a,d,g,k,o,p,t,v
b,e,h,l,o,r,u,x
c,d,g,k,o,q,t,x
a,d,h,j,n,q,t,x
c,d,g,k,o,p,t,w
b,e,h,j,o,q,u,x
c,e,g,l,o,r,s,w
a,d,g,j,n,q,u,w
b,f,h,j,m,p,u,w
a,d,h,l,n,q,s,v
c,f,g,k,n,r,u,w
b,d,i,k,o,r,t,w
a,f,h,j,n,q,u,x
c,e,h,k,o,q,s,w
a,e,i,k,n,r,u,v
b,d,h,k,m,p,s,w
c,e,h,j,n,q,u,w
a,d,i,j,n,r,u,x
b,f,g,l,n,q,s,v
b,d,i,l,m,p,u,x
c,f,g,j,m,q,u,v
a,f,h,k,n,r,t,w
c,e,h,k,m,q,s,v
b,f,h,k,n,p,t,w
